video_id,titulo_video,autor,texto,likes,fecha,respuestas,sentimiento,sentimiento_score,sentimiento_es
Zlktq3LPCE8,A Samuel Garcia Ya No Lo Soportan Ni Los Japoneses #Monterrey #mundial   #historia #chisme #noticias,@AbelAlmendarez-d7n,Apoco en Japón no hay pobreza,1,2026-06-05T16:27:42Z,3,NEU,0.5785,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@abbea17,"Juicio político????....no mamen, ese que se vaya al bote",58,2026-06-04T13:41:26Z,3,NEG,0.895,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@RodoGtz62,"Porque lo hacen? Porqué en México gobierna la impunidad  NO PASA NADA,VERÁN.",28,2026-06-04T15:12:01Z,0,NEG,0.9153,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@evangelinaarriaga5530,"Pobre México. Y con tanta rata gobernando,cada vez más pobre. 😊",48,2026-06-04T14:41:49Z,2,NEG,0.9786,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@EvaArrieta-gt6yk,Nuestros políticos son una verguenza!!,11,2026-06-05T00:15:20Z,0,NEG,0.9694,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@ConsueloGuadalupeSBurgos-h6q,Urge sea enjuiciado el mugre Samuel García !!! Sin vergüenza y debe ser sancionado con cárcel !!,34,2026-06-04T15:45:07Z,0,NEG,0.931,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@mariaelviafentaneshernande9250,Todos se dedican a saquear ( pobre México),23,2026-06-04T15:06:42Z,1,NEG,0.9782,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@luissarmiento7982,Desde el primer año se denunció ? Que casualidad en ese.mismo periodo se denunció el huachicol fiscal al macuspano.. y pasaron 5 años y nada..de los dos casos . Coincidencia..o complicidad  entre estos dos ejecutivos de kk😮,21,2026-06-04T14:56:54Z,0,NEG,0.799,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@sharonkahan1079,"Otro engendro de corrupto…de tal padre, tal hijo como AMLO y su junior Andy..",28,2026-06-04T16:00:39Z,0,NEG,0.9009,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@IvonneOtero-gd7ue,Que lo metan a la cárcel que le quiten el fuero al gobernador de Samuel García!!!.... Ya la ciudadanía queremos justicia!!,5,2026-06-05T01:50:34Z,0,NEG,0.9098,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@mauriciomillard3250,Con su papá!,23,2026-06-04T13:19:00Z,1,NEU,0.4995,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@Rocio-rd6xv,FUERA MORENA Y QUE LES QUITEN TODITO,8,2026-06-04T18:45:18Z,0,NEG,0.8218,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@denisseretana7100,Cae mal Samuel  Garcia con sus shorts mas seriedad y trabajo ...,12,2026-06-04T13:45:47Z,0,NEG,0.9737,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@ruthuriostegui2161,Cada quien de los con poder se despacha con la cuchara grande debido a que en México no pasa nada con este gobierno o mejor dicho desgobierno delincuente.,7,2026-06-04T17:58:02Z,0,NEG,0.9511,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@anyaperal6418,Pero claro es un aliadon de morena,7,2026-06-04T18:44:20Z,0,NEG,0.8008,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@patriciaborundalara5076,Por fin..... excelente noticia,6,2026-06-04T16:55:13Z,0,POS,0.9452,Positivo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@kittymu3701,"no es qué no sea justo que se investigue si hay evidencias de delitos, sólo que morena enseña el cobre, mientras samuel les sirvió lo traían de edecán recibiendo mandatarios extranjeros, lo invitaban aquí o allá, lo defendían de los que lo acusaban etc.. pero ahora que les estorba ahora sí lo descobijan, y si te ví ni me acuerdo!!!😂😂eso es morena, me sirves te cobijo, me estorbas, no te conozco!!!",7,2026-06-04T14:25:24Z,0,NEG,0.9657,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@TheArmaron,YA DEBEN ALGUNOS DE MORENA ESTAR EN LA CÁRCEL !,2,2026-06-04T23:40:43Z,0,NEG,0.8883,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@joseconrradofloresmingole6522,Justicia divina ya viene,8,2026-06-04T14:13:05Z,0,POS,0.6267,Positivo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@berthacortez7361,Salió RATA tambien el Samuel García,4,2026-06-04T18:44:00Z,0,NEG,0.9025,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@joseruiz3923,Juicio político ???? <br>Pásenlo a morena con ese perfil va a ser un gran militante. <br><br>Pañuelito blanco.....,3,2026-06-04T19:04:24Z,0,NEU,0.6175,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@AlbertoC-g2i,ESE SAMUEL GARCÍA ES UN TREMENDO LADRÓN CORRUPTO Y NEFASTO.,4,2026-06-04T23:48:19Z,0,NEG,0.9516,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@juanmanuelfloresvillarreal8648,Urgente poner la presidencia ley. Sobre todo lo saqueado.,2,2026-06-05T02:32:42Z,0,NEU,0.5112,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@federicogarcia-i7n,"La clase política mexicana no tiene remedio, TODOS los partidos políticos son iguales, Morena un poquito peor",1,2026-06-04T20:48:30Z,0,NEG,0.9827,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@PedroTorres-qe1gf,Totalmente de acuerdo con el comentarista su servidor lleva 82 años viviendo en Monterrey Nuevo LEON  y me e dado cuenta de eso con pruebas DE 34 PROYECTOS NADAMAS AS PUESTO LZ PRIMERA PIEDRA Y L FOTO  DE esos 34 nada más z ter.inado 3 resto se lo a robado es pariente de SR. PUENTE QUE le ataron un predio en ALLENDE CON FOSAS Y TUNELES ROBANDO A PEMEX en sus ductos cliente de FUFET de su papá y el como dueños pariente de los CARMON de TAMAULIPAS,2,2026-06-05T00:48:21Z,0,NEG,0.8637,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@nicandromartinezsotelo3300,"No hay duda, los de MC son los chairos fresas.",2,2026-06-04T19:57:37Z,0,NEG,0.6508,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@AlfredoJimenez500,UNA RATA MÁS!!!… y AHORA SON MULTIMILLONARIOS!!!…  AL BOTE DIRECTO!!!… LOS MORENARCOS LO VAN A DESPELUZAR ANTES!!!… YA LO VERÁN!!!… AHÍ HAY DINERO EXTRA PARA LA CAMPAÑA DE LOS MORENARCOS!!!…,22,2026-06-04T13:54:26Z,2,NEG,0.6528,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@franciscojimenez350,MC los que dicen que son de la nueva política Mexicana con la mayoría de políticos reciclados del priam,2,2026-06-04T19:29:09Z,0,NEG,0.8538,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@josealbertodeltoro7310,Pobre Mexicotan cerca EE.U y tan Lejos de Dios,2,2026-06-04T20:05:04Z,0,NEG,0.9213,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@German87-25,"Pobre  México, con tanto gobernante chupacabras seguirá sufriendo el erario público. Debería levantarse un gobernante que quiera trabajar y no robar lo que no le pertenece.",1,2026-06-04T20:53:49Z,0,NEG,0.9684,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@marthasoledad6649,"Pero ahora hizo su partido élite de MORENARC DE LOPEZ OBRADOR ,  AHORA SAMUEL GARCÍA se unió CON MARCELO EBRART  para hacer un nuevo partido 😂 &quot;&quot; QUE SIGA LA CORRUPCIÓN 😂 O &quot;*  QUE SIGA LA DEMOCRACIA&quot; *.  El DE ROÑA ES ES EL PT. 😂, EL DE MANUEL VELASCO ES EL PV, 😂EL DE JORGE MAYNES ES EL MC 😂, EL DE CLAUDIA ES EL CSP. CONSTRUYENDO SOCIEDADES DE   PAS PAS.. PAS... 😂.",15,2026-06-04T14:13:21Z,0,NEU,0.5774,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@HeylelBenShachar,"Ahora resulta que Lazcano es un analista y crítico político, jajajaja. Deberían investigar en Google para que vean lo corrupto y ratero que es",2,2026-06-04T16:48:20Z,0,NEG,0.9256,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@eunicebuendia9955,"Y la campaña promocional de mike quién la paga? Lleva meses y a diario<br>promocionándose<br>No solo samuel, los pegados a él también, se deben investigar...",4,2026-06-04T14:19:53Z,1,NEG,0.9269,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@sandracarrillo3243,Por supuesto este gobernador alcohólico y ventajoso estamos manteniendo a su familia y la red de trata de su esposa nunca esclareció lo de Devani,1,2026-06-05T00:42:20Z,0,NEG,0.9712,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@mariabeatrizmariscalgovea944,Y cuando adán augusto,2,2026-06-04T16:20:13Z,0,NEU,0.7365,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@gloriabarrios9561,"Como estaria Mexico si no fuera la victima terrible de tanto político mega rata que se ha robado, no millones, billones de pesos, seriamos un pais del Primer Mundo, todo por culpa de estos ratotas!!",1,2026-06-04T20:47:49Z,0,NEG,0.9623,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@Irm-gi8wl,Pobre de nuestro México cuántas lacras te han sangrado por eso tenemos a un echo un caos,1,2026-06-04T21:42:41Z,0,NEG,0.9798,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@miguelangelc9118,Que vamos hacer con tanto politico ratero 🤬🤬🤬🤬🤬,1,2026-06-05T00:13:33Z,0,NEG,0.9572,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@ArturoAlvarezTostado,"A poco salió ratita el fósfo, fosfo???",1,2026-06-04T19:30:41Z,0,NEG,0.5971,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@fabianaguilera3273,Eso no es raro asta Alazraki lava dinero,1,2026-06-04T16:45:23Z,0,NEU,0.531,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@KAMELINASoria,Porque nos dejamos?? Siempre decimos que somos más los buenos y honestos. Los mexicanos NO SOMOS CORRUPTOS... QUE ESTÁ PASANDO??,0,2026-06-05T05:42:17Z,0,NEG,0.7559,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@rocioazpeitia2495,👏🏼👏🏽👏🏻,2,2026-06-04T18:33:25Z,0,NEU,0.0,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@MandoN-h1s,Con  este Gober si hay pruebas. Pobre Samy si pide pruebas. Se la van a restregar en la jetota😢😂,1,2026-06-04T18:01:11Z,0,NEG,0.9375,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@ibarmen93,Comienzan las traiciones para poder apoderarse del poder de Nuevo León,5,2026-06-04T14:55:20Z,0,NEG,0.9361,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@MonicaHernandez-dz5dk,Fuera Samuel y al bote pero que NO lleguen los MoreNarcos a lo alto en NL!! NOOOOOOO!!!  FUNESTO PANORAMA EN NL!!!,0,2026-06-05T03:50:17Z,0,NEG,0.9628,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@rosetadg6699,A todo político aberrante automáticamente deberían quitarle el fuero .ya ahí demasiadas  pruebas y ahí sigue? Solo por el fuero aquí ya se pasaron que más esperamos ? Se sabe que ahí decisiones que tomar aunque sacudan un poco ..perooo aquí ya. Se están acabando y destruyendo el país que más se espera .el pueblo pide sacarlos .vean como tiene el país este régimen .??,0,2026-06-05T22:18:19Z,0,NEG,0.9638,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@JoseJimenez-qi9xr,"ese es lo peor, y después dices por que mexico no avanza, como dicen y con su papa, ,,, es mi opinión.  que tu seas rata pues ni modo. pero que tu enseñes a tus hijos a  ser ratas , no se vale,  por esos los politicos no se acaban pues si enseñan a sus hijos . solo vasta ver este caso , y la familia lopez, solo por decir , por que son todos , jajjajaj",1,2026-06-04T19:42:02Z,0,NEG,0.9656,Negativo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@myriamvillasenor8275,"Es mejor el pan de cada día, salió caro pero de mejor digestión",0,2026-06-05T09:17:41Z,0,POS,0.7656,Positivo
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@Fcozamora-u5c2b,YO FUI A LAS MARCHAS PARA DEFENDER AL PODER JUDICIAL Y TAMBIÉN A  OTRA MARCHA A DEFENDER LOS 3 PODERES DE LA NACIÓN.,0,2026-06-06T07:19:10Z,0,NEU,0.6553,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@garzapinaivonne,Y también Marianita está implicada!,0,2026-06-05T09:44:16Z,0,NEU,0.5007,Neutral
vvHnGUg6BtA,INVESTIGAN A SAMUEL GARCÍA | #shorts,@luissllva7523,Beto garza ya vuelve a Guanajuato contud momias,1,2026-06-04T16:10:16Z,0,NEU,0.4794,Neutral
8h8xzWPIQIQ,Ya llegamos a El Barrial en Santiago,@jonathanlarareyna699,❤❤❤saludos..arriba el Barrial y tambien los Rodriguez✌️👍...saludos Gober👍,2,2026-06-06T01:29:44Z,0,POS,0.6683,Positivo
8h8xzWPIQIQ,Ya llegamos a El Barrial en Santiago,@AguilaM-t4j,Ke Dios los Bendiga a todos los Japoneses zon Gereros y ban a tener buenos heventos.✔️👍👍,1,2026-06-06T04:08:11Z,0,POS,0.9222,Positivo
8h8xzWPIQIQ,Ya llegamos a El Barrial en Santiago,@abrahamgonzalez7161,Que hace un tigre en el barrial,1,2026-06-06T15:47:55Z,1,NEG,0.7318,Negativo
8h8xzWPIQIQ,Ya llegamos a El Barrial en Santiago,@BillyCasas-x1i,APOCO ANDA MARCIAL HERRERA EL DE PLAYERA AZUL CON EL ESCUDO DE RAYADOS,0,2026-06-06T17:25:45Z,0,NEU,0.56,Neutral
8h8xzWPIQIQ,Ya llegamos a El Barrial en Santiago,@enriquehg10,"Samuel me apuntas las tácticas que veas de los japoneses y se las pasas al Vasco, con todo mi futuro presidente 2030 🤠",0,2026-06-06T03:38:13Z,0,NEU,0.627,Neutral
8h8xzWPIQIQ,Ya llegamos a El Barrial en Santiago,@SofiaHernandez-u5q,Ridiculo🤡🤡,0,2026-06-06T17:53:11Z,0,NEG,0.531,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@gracielasantiago3234,"Puro inútil, ignorantes políticos que quieren tomar posesión de todo y de todos.",194,2026-06-06T12:12:26Z,2,NEG,0.976,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@HH_0077,Estás en fuera de lugar Samuelito ❌,120,2026-06-06T09:29:00Z,0,NEG,0.9024,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@cssml33,Tiene más poder una asociación de fútbol que las autoridades mexicanas 😂😂😂,194,2026-06-06T08:34:13Z,26,NEU,0.3916,Neutral
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@xvngs5662,Samuel y Clarita han sacado sus verdaderos colores de protagonismo.,67,2026-06-06T12:32:26Z,0,POS,0.93,Positivo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@AngelicaMontejo-yx4pc,Los políticos mexicanos una vergüenza,121,2026-06-06T12:56:55Z,5,NEG,0.9719,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@AsdrubalEduardo,"Queriendo politizar todo, que vergüenza.",109,2026-06-06T06:57:45Z,2,NEG,0.9761,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@carmencastellanos3751,Al fin alguien le puso un alto. 🙄👏👏👏,100,2026-06-06T06:29:12Z,5,POS,0.8817,Positivo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@abrahammansillas2177,Que asco ! México en verdd da pena con tanta corrupción.,5,2026-06-07T05:56:07Z,0,NEG,0.9813,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@carlosespinosa1608,Jajajja que estúpido ese gobernador...,32,2026-06-06T12:30:02Z,1,NEG,0.9575,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@daginsalazaryt5498,El Gobernador de San Luis Potosí también esta haciendo lo mismo,6,2026-06-06T18:07:19Z,0,NEG,0.6831,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@TelesforoyouT2ber,Solo esta asiendo el ridiculo ese Governador,50,2026-06-06T11:33:58Z,2,NEG,0.9646,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@JhoanGonzalez-kn1zq,Gasta demasiado dinero del pueblo en sus lujos personales,2,2026-06-07T03:48:07Z,0,NEG,0.8983,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@rocioreyes639,"Que decepcion, como se dan a conocer de su avaricia y querer tener un poder para beneficio propio  el gobierno y para el pueblo pura 💩",2,2026-06-06T15:57:19Z,0,NEG,0.9867,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@luishark19,De verdad que este señor actúa como Jerónimo Ponce III de la serie La Oficina,5,2026-06-06T15:17:37Z,0,NEG,0.6984,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@walfredsanchez770,"Chingao puras vergüenzas estamos haciendo , estamos quedando bien mal ante el mundo",2,2026-06-06T23:55:53Z,0,NEG,0.9871,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@mustang_304,"El problema no son los politicos, esos de por si ya lo son, el sistema se formo para hacer que todos se deformen cuando estan ahi, <br>Entonces el problema es social y recae en  las personas que no disciernen o comprenden lo que es bueno y lo que es malo,  Samuel juega con la ansiedad de los jóvenes y que estan conectados todo el dia,  satura redes con la  idea de reconocimiento  y asociar como un agente de cambio y solo esta aprovechando, solo es propaganda al mas viejo estilo,<br>Samuel como todo joven tuvo la oportunidad de trascender de manera correcta,  pero no,  solo es , y sera, uno mas que no le interesa mas que lo de el, haciendo nueva política de forma antigua aprovechando los medios digitales para generar exposicion, basicamente maneja el gobierno a estilo influencer, No hay nada mas satisfactorio genuino y lleno de nobleza que hacer lo correcto, justo y en beneficio de todos, y hacerlo cuando nadie te vea, porque hacerlo solo porque te ven le quita espiritu,, que lo correcto hable por si solo y no por subirlo a redes",2,2026-06-06T18:45:57Z,0,NEG,0.9601,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@martinmorales5719,"Tu lo has dicho Enrique Penoso vergonsoso, y una vez mas los politicos sea de donde sea nada mas viendo por sus intereses y no los del pueblo que verguenza",3,2026-06-06T16:52:16Z,0,NEG,0.9823,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@a.a.zendahn6390,Esto se convirtió en un capítulo de The Office 😅,2,2026-06-06T14:55:10Z,0,NEG,0.7718,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@Aldo-Rocha-SER,Igual que el Gallardo en SLP con su partido verde que ni si quiera respeta los colores del reglamento de tránsito pintando todo verde,2,2026-06-06T16:31:25Z,0,NEG,0.9694,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@JuanaIsidor,Descarado,3,2026-06-06T14:44:19Z,0,NEG,0.6051,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@javierhernandezbonilla2165,"Pasaron tantos años, hasta que alguien le puso un quitar risas, y <br>¡Vaya quien!",29,2026-06-06T07:34:48Z,5,NEU,0.5748,Neutral
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@jjgarciaruiz5553,"Aqui en Jal, si estan promocionandose los naranjas con la mugre FIFA.",3,2026-06-06T18:47:46Z,0,NEG,0.9741,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@michellecadena3875,Que raro aquí en Monterrey toda el área de fan fest esta multicolor de hecho las escaleras que han pintado hace un efecto de color neón que brilla en la noche lo cual es muy útil por si andas distraído para ver los escalones.,2,2026-06-06T18:27:50Z,0,POS,0.8226,Positivo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@estebanmartinez4186,"En San Luis que ni es sede, el gobernador alucin ya sacó su versión de la playera de la selección cambiando el escudo de la Federación por un pollo verde y haciendo campaña para su esposa que en este mundial todo san Luis es verde 😂😂",10,2026-06-06T10:28:49Z,2,NEG,0.6903,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@El.Señor.Contreras,INTERÉS PERSONAL ANTES QUE EL INTERÉS PUBLUCO... asi es y asi será  😢,3,2026-06-06T13:17:13Z,0,NEU,0.6854,Neutral
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@BrandonMaya-k4x,También la anciana de Brugada se equivocó porque puso el símbolo del gobierno de la CDMX (tapando parte del patrocinador Coca cola) en la presentación del trofeo donde estuvo el exfutbolista Roberto Carlos. <br>Puras vergüenzas con éstos políticos,1,2026-06-06T16:28:32Z,0,NEG,0.9786,Negativo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@EmigdioSoto-f7p,Jajajaja jajaja que bueno que le pusieron un alto al gobernador prepotente 😅😅😅😅,3,2026-06-06T14:24:16Z,0,POS,0.7012,Positivo
-LJh-Pe9Gic,FIFA frena a Gobernador Samuel García por Intentar Usar Colores Partidistas en Fan Fest,@OmarFacundo-m1h5s,Ese señor ha de estar bien preocupado,1,2026-06-06T16:59:34Z,0,NEG,0.812,Negativo
